base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_313520,s,42,2903,200,2703,115,0,84.5,0.3,cod_abaste_agua_domic_fam_eq=redePublica@val_desp_gas_fam_eq=>= 45@locnasc=hospital@racacor_cidacs_M=preto;pardo,79,802,0.006305259421964684,1.301572077185017,0.08967082860385925,0.30347915949018256,8.511537123458249,0.0035290183704653755,0.395,0.2967073621901591
DM_peso_familia_313520,s,42,2903,200,2703,115,1,84.5,0.3,cod_especie_domic_fam_eq=partPerm@female=s@val_desp_transpor_fam_eq=0,78,798,0.006079448618193323,1.2924315068493148,0.08904109589041095,0.3017568033069239,7.938339481561879,0.004839822586401921,0.39,0.2952275249722531
DM_peso_familia_313520,s,42,2903,200,2703,115,2,84.5,0.3,cod_abaste_agua_domic_fam_eq=redePublica@hh_income_exp=(185;512),87,967,0.004955378337517498,1.1981072106261856,0.0825426944971537,0.3630726834309335,4.805463154885151,0.02836964004303455,0.435,0.3577506474287828
DM_peso_familia_313520,s,42,2903,200,2703,115,3,84.5,0.3,cod_destino_lixo_domic_fam_eq=coletado@cod_escoa_sanitario_domic_fam_eq=fossaRud@val_desp_gas_fam_eq=>= 45@val_desp_transpor_fam_eq=0,47,441,0.00460888987350679,1.3979610655737704,0.09631147540983606,0.16810196348604892,6.874084126494101,0.008745456336209934,0.235,0.16315205327413984
DM_peso_familia_313520,s,42,2903,200,2703,115,4,84.5,0.3,cod_calcamento_domic_fam=total@female=s@val_desp_transpor_fam_eq=0@locnasc=hospital,30,217,0.004472311715261475,1.7629554655870445,0.1214574898785425,0.08508439545297967,11.627818532540749,6.497271069971777E-4,0.15,0.08028116907140215
DM_peso_familia_313520,s,42,2903,200,2703,115,5,84.5,0.3,cod_agua_canalizada_fam=s@ses_5cat=Middle,67,710,0.00463974158605569,1.2516151866151863,0.08622908622908623,0.26765415087840166,4.970069302213024,0.025789614119959836,0.335,0.2626711061783204
DM_peso_familia_313520,s,42,2903,200,2703,115,6,84.5,0.3,cod_material_domic_fam_eq=tijolo;alvenaria@val_desp_agua_esgoto_fam_eq=(17;40),63,667,0.004377264708524293,1.2526643835616438,0.0863013698630137,0.2514640027557699,4.606617708848923,0.03184879122052464,0.315,0.24676285608583057
DM_peso_familia_313520,s,42,2903,200,2703,115,7,84.5,0.3,cod_agua_canalizada_fam=s@cod_material_piso_fam=maci@ses_5cat=Middle,33,269,0.004200460663532528,1.5860761589403973,0.10927152317880795,0.10403031346882535,8.566544724582478,0.0034239634242066996,0.165,0.09951905290418055
DM_peso_familia_313520,s,42,2903,200,2703,115,8,84.5,0.3,cod_agua_canalizada_fam=s@csection=C-section,56,603,0.003650944198863493,1.233444613050076,0.08497723823975721,0.22700654495349637,3.437646862485385,0.06372639567012484,0.28,0.22308546059933407
DM_peso_familia_313520,s,42,2903,200,2703,115,9,84.5,0.3,consultas=1-3,39,376,0.0035855623003464045,1.3640602409638556,0.09397590361445783,0.14295556321047193,4.748705216544796,0.029320348091047665,0.195,0.13910469848316684

DM_peso_familia_313520,n,42,2903,2703,200,119,0,93.08176100628931,0.4,cod_parentesco_rf_pessoa_eq=Son/daughter@csection=Natural@cod_sabe_ler_escrever_memb_eq_M=s@partoNormalApenas=s,839,35,0.008685350384679302,1.0309830335139107,0.959954233409611,0.3010678608336204,16.223342803748572,5.629615344404648E-5,0.3103958564557899,0.175
DM_peso_familia_313520,n,42,2903,2703,200,119,1,93.08176100628931,0.4,cod_parentesco_rf_pessoa_eq=Son/daughter@csection=Natural@consultas=4-6,760,32,0.0077727329953963115,1.030598250354077,0.9595959595959596,0.2728212194281778,13.781396299939967,2.0535974304847215E-4,0.28116907140214575,0.16
DM_peso_familia_313520,n,42,2903,2703,200,119,2,93.08176100628931,0.4,cod_parentesco_rf_pessoa_eq=Son/daughter@female=n@csection=Natural,917,47,0.00668758333670524,1.0216291871794518,0.9512448132780082,0.33207027213227697,9.125206660124373,0.002521114040371919,0.33925268220495747,0.235
