base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_210598,s,42,414,21,393,108,0,100.0,0.4,cod_agua_canalizada_fam=s@cod_material_domic_fam_eq=tijolo;alvenaria@qtd_comodos_dormitorio_fam=[2;3]@val_desp_transpor_fam_eq=0@estcivmae=solteira@racacor_cidacs_M=preto;pardo,15,86,0.023857032836238884,2.927864214992928,0.1485148514851485,0.24396135265700483,26.531206862050073,2.593150834062641E-7,0.7142857142857143,0.21882951653944022
DM_peso_familia_210598,s,42,414,21,393,108,1,100.0,0.4,cod_calcamento_domic_fam=nExiste@qtd_comodos_dormitorio_fam=[2;3]@qtd_familias_domic_fam=<=1@val_desp_transpor_fam_eq=0@estcivmae=solteira,13,86,0.019271161520688935,2.5887445887445883,0.13131313131313133,0.2391304347826087,17.5493039130989,2.7995324970775393E-5,0.6190476190476191,0.21882951653944022
DM_peso_familia_210598,s,42,414,21,393,108,2,100.0,0.4,cod_calcamento_domic_fam=nExiste@cod_material_domic_fam_eq=tijolo;alvenaria@qtd_comodos_dormitorio_fam=[2;3]@val_desp_alimentacao_fam_eq=(100;300),8,34,0.014177693761814745,3.755102040816326,0.19047619047619047,0.10144927536231885,18.958711285548453,1.3357798310131841E-5,0.38095238095238093,0.08651399491094147
DM_peso_familia_210598,s,42,414,21,393,108,3,100.0,0.4,val_desp_transpor_fam_eq=0@racacor_cidacs_M=preto;pardo,21,283,0.013477560736539947,1.3618421052631577,0.06907894736842106,0.7342995169082126,8.004720771394135,0.004665555644404296,1.0,0.7201017811704835
DM_peso_familia_210598,s,42,414,21,393,108,4,100.0,0.4,cod_calcamento_domic_fam=nExiste@cod_material_domic_fam_eq=tijolo;alvenaria@qtd_comodos_dormitorio_fam=[2;3],13,135,0.013267520828957501,1.7316602316602316,0.08783783783783784,0.357487922705314,6.589099483951119,0.010260505996700697,0.6190476190476191,0.3435114503816794
DM_peso_familia_210598,s,42,414,21,393,108,5,100.0,0.4,female=s@val_desp_agua_esgoto_fam_eq=0@val_desp_energia_fam_eq=0@consultas=4-6@bf_baby=n,8,21,0.01577049639431492,5.438423645320197,0.27586206896551724,0.07004830917874397,32.826294391503275,1.0077248369100289E-8,0.38095238095238093,0.05343511450381679
DM_peso_familia_210598,s,42,414,21,393,108,6,100.0,0.4,val_desp_agua_esgoto_fam_eq=0@val_desp_aluguel_fam_eq=0@csection=Natural@age_M=< 20@primeiraGestacao=s,7,23,0.013232514177693762,4.6,0.23333333333333334,0.07246376811594203,22.3986641221374,2.2152804259878422E-6,0.3333333333333333,0.058524173027989825
DM_peso_familia_210598,s,42,414,21,393,108,7,100.0,0.4,female=s@val_desp_agua_esgoto_fam_eq=0@consultas=4-6,10,80,0.013127494223902539,2.1904761904761902,0.1111111111111111,0.21739130434782608,8.708954319641341,0.003166507901957716,0.47619047619047616,0.2035623409669211
DM_peso_familia_210598,s,42,414,21,393,108,8,100.0,0.4,qtd_comodos_domic_fam_eq=[4a3]@val_desp_agua_esgoto_fam_eq=0@consultas=4-6@tpnascassi=medico,8,43,0.013074984247006932,3.0924369747899156,0.1568627450980392,0.12318840579710146,13.608034697066005,2.252195384060407E-4,0.38095238095238093,0.10941475826972011
DM_peso_familia_210598,s,42,414,21,393,108,9,100.0,0.4,cod_banheiro_domic_fam=s@csection=Natural@age_M=< 20,6,21,0.011184625078764963,4.380952380952381,0.2222222222222222,0.06521739130434782,17.642413329613753,2.6657650793460164E-5,0.2857142857142857,0.05343511450381679

DM_peso_familia_210598,n,42,414,393,21,109,0,97.20101781170484,0.3,estcivmae=casada/uniEstavel,145,2,0.013180004200798148,1.0391026639663499,0.9863945578231292,0.35507246376811596,6.522173713321483,0.010653771153451008,0.36895674300254455,0.09523809523809523
DM_peso_familia_210598,n,42,414,393,21,109,1,97.20101781170484,0.3,cod_iluminacao_domic_fam_eq=eletricidade@locnasc=hospital@primeiraGestacao=n,214,6,0.012462367849891506,1.0247050659264398,0.9727272727272728,0.5314009661835749,5.362491069959393,0.020574364440917536,0.544529262086514,0.2857142857142857
DM_peso_familia_210598,n,42,414,393,21,109,2,97.20101781170484,0.3,val_desp_energia_fam_eq=(0;20]@locnasc=hospital,113,1,0.01155219491703423,1.0441944556046605,0.9912280701754386,0.2753623188405797,5.750330023532113,0.01648555943422514,0.2875318066157761,0.047619047619047616
DM_peso_familia_210598,n,42,414,393,21,109,3,97.20101781170484,0.3,female=n@val_desp_alimentacao_fam_eq=(0;100],162,4,0.010677028635440748,1.0280511358410742,0.9759036144578314,0.40096618357487923,4.0806646574336884,0.04337659300537933,0.4122137404580153,0.19047619047619047
DM_peso_familia_210598,n,42,414,393,21,109,4,97.20101781170484,0.3,consultas=>6,127,3,0.00868164951340754,1.0291250733998825,0.9769230769230769,0.3140096618357488,3.008379815002759,0.0828350495725807,0.3231552162849873,0.14285714285714285
DM_peso_familia_210598,n,42,414,393,21,109,5,97.20101781170484,0.3,cod_abaste_agua_domic_fam_eq=redePublica@val_desp_aluguel_fam_eq=0@age_M=[20;40),189,6,0.00939928586431422,1.0210217263652377,0.9692307692307692,0.47101449275362317,3.0486028454448424,0.08080663044909397,0.48091603053435117,0.2857142857142857
DM_peso_familia_210598,n,42,414,393,21,109,6,97.20101781170484,0.3,cod_abaste_agua_domic_fam_eq=redePublica@mesprenat=[1;3]@age_M=[20;40),129,3,0.008926696072253736,1.029493407356003,0.9772727272727273,0.3188405797101449,3.154629194096468,0.07571189069703643,0.3282442748091603,0.14285714285714285
DM_peso_familia_210598,n,42,414,393,21,109,7,97.20101781170484,0.3,val_desp_aluguel_fam_eq=0@csection=C-section@hh_income_exp=(0;185],160,5,0.008139046418819587,1.0215128383067313,0.9696969696969697,0.39855072463768115,2.3760393014508723,0.12320957516615072,0.4071246819338422,0.23809523809523808
DM_peso_familia_210598,n,42,414,393,21,109,8,97.20101781170484,0.3,cod_material_domic_fam_eq=outros@bf_baby=s,65,0,0.007964013162500876,1.0534351145038168,1.0,0.1570048309178744,4.120168857586561,0.04237484862122343,0.16539440203562342,0.0
DM_peso_familia_210598,n,42,414,393,21,109,9,97.20101781170484,0.3,val_desp_aluguel_fam_eq=0@hh_income_exp=(0;185]@partoNormalApenas=s,102,2,0.007911503185605255,1.0331767469172048,0.9807692307692307,0.25120772946859904,2.860966957199412,0.0907529287936033,0.2595419847328244,0.09523809523809523
