base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_431645,s,42,219,25,194,99,0,92.0,0.4,cod_material_piso_fam=maci@val_desp_energia_fam_eq=(20;65)@consultas=4-6,11,15,0.03667563228456454,3.706153846153846,0.4230769230769231,0.1187214611872146,27.842190341574454,1.3162429091106986E-7,0.44,0.07731958762886598
DM_peso_familia_431645,s,42,219,25,194,99,1,92.0,0.4,female=s@qtd_comodos_dormitorio_fam=[2;3]@qtd_familias_domic_fam=<=1@social_assistence_M=n,13,42,0.030691603594587266,2.0705454545454547,0.23636363636363636,0.2511415525114155,10.847045420257386,9.895351586528545E-4,0.52,0.21649484536082475
DM_peso_familia_431645,s,42,219,25,194,99,2,92.0,0.4,cod_destino_lixo_domic_fam_eq=coletado@cod_escoa_sanitario_domic_fam_eq=redeColet@qtd_familias_domic_fam=<=1@estcivmae=solteira,10,22,0.028981881111736617,2.7375,0.3125,0.1461187214611872,14.579424858040687,1.343737477256246E-4,0.4,0.1134020618556701
DM_peso_familia_431645,s,42,219,25,194,99,3,92.0,0.4,cod_abaste_agua_domic_fam_eq=redePublica@female=s@qtd_comodos_dormitorio_fam=[2;3]@racacor_cidacs_M=preto;pardo,8,10,0.027147056983799333,3.8933333333333335,0.4444444444444444,0.0821917808219178,21.157082628096628,4.231345762772953E-6,0.32,0.05154639175257732
DM_peso_familia_431645,s,42,219,25,194,99,4,92.0,0.4,female=s@qtd_comodos_dormitorio_fam=[2;3]@consultas=4-6@social_assistence_M=n,8,11,0.026625800129271696,3.688421052631579,0.42105263157894735,0.0867579908675799,19.37762620727075,1.0725630972263644E-5,0.32,0.05670103092783505
DM_peso_familia_431645,s,42,219,25,194,99,5,92.0,0.4,cod_agua_canalizada_fam=s@cod_banheiro_domic_fam=s@cod_iluminacao_domic_fam_eq=eletricidade@tpnascassi=medico@cod_sabe_ler_escrever_memb_eq_M=s@age_M=[20;40)@cct_M=n,13,49,0.02704280561289381,1.836774193548387,0.20967741935483872,0.2831050228310502,7.80352788292286,0.005214432919111611,0.52,0.25257731958762886
DM_peso_familia_431645,s,42,219,25,194,99,6,92.0,0.4,cod_calcamento_domic_fam=total@ses_5cat=Rich,7,12,0.022059590083609595,3.2273684210526317,0.3684210526315789,0.0867579908675799,13.301178296256104,2.652393760428362E-4,0.28,0.061855670103092786
DM_peso_familia_431645,s,42,219,25,194,99,7,92.0,0.4,cod_banheiro_domic_fam=s@val_desp_agua_esgoto_fam_eq=>= 40@val_desp_alimentacao_fam_eq=>= 300@val_desp_aluguel_fam_eq=0@cct_M=n,7,16,0.019974562665499053,2.6660869565217395,0.30434782608695654,0.1050228310502283,9.192835463185721,0.0024296422808233187,0.28,0.08247422680412371
DM_peso_familia_431645,s,42,219,25,194,99,8,92.0,0.4,val_desp_alimentacao_fam_eq=>= 300@val_desp_aluguel_fam_eq=0@tpnascassi=medico@cct_M=n,7,16,0.019974562665499053,2.6660869565217395,0.30434782608695654,0.1050228310502283,9.192835463185721,0.0024296422808233187,0.28,0.08247422680412371
DM_peso_familia_431645,s,42,219,25,194,99,9,92.0,0.4,cod_calcamento_domic_fam=total@val_desp_medicamentos_fam_eq=>= 100@cct_M=n,5,2,0.01918225224661704,6.257142857142858,0.7142857142857143,0.0319634703196347,25.75396671020091,3.8782908928780557E-7,0.2,0.010309278350515464
