base,alvo,A,D,Dp,Dn,I,id,SUPP,itemDom,desc,TP,FP,quali,lift,conf,cov,chi,pvalue,sup_p,sup_n
DM_peso_familia_520005,s,42,277,21,256,103,0,100.0,0.3,cod_agua_canalizada_fam=s@cod_iluminacao_domic_fam_eq=eletricidade@qtd_familias_domic_fam=<=1@val_desp_aluguel_fam_eq=0@locnasc=hospital,17,95,0.030718502782520293,2.002125850340136,0.15178571428571427,0.4043321299638989,15.489510992015175,8.296435599453034E-5,0.8095238095238095,0.37109375
DM_peso_familia_520005,s,42,277,21,256,103,1,100.0,0.3,qtd_comodos_dormitorio_fam=<=1@qtd_familias_domic_fam=<=1@val_desp_energia_fam_eq=>= 65@locnasc=hospital,10,30,0.02515346218509299,3.2976190476190474,0.25,0.1444043321299639,20.245419947382963,6.811633895598135E-6,0.47619047619047616,0.1171875
DM_peso_familia_520005,s,42,277,21,256,103,2,100.0,0.3,qtd_comodos_dormitorio_fam=<=1@val_desp_aluguel_fam_eq=0@tpnascassi=medico,8,25,0.019849079226889443,3.197691197691198,0.24242424242424243,0.11913357400722022,14.842824399032775,1.1685178112974537E-4,0.38095238095238093,0.09765625
DM_peso_familia_520005,s,42,277,21,256,103,3,100.0,0.3,cod_agua_canalizada_fam=s@cod_material_piso_fam=maci@val_desp_aluguel_fam_eq=0@mesprenat=[1;3],8,33,0.017659555057409845,2.573751451800233,0.1951219512195122,0.148014440433213,9.776946523461337,0.0017671353892994013,0.38095238095238093,0.12890625
DM_peso_familia_520005,s,42,277,21,256,103,4,100.0,0.3,cod_iluminacao_domic_fam_eq=eletricidade@female=s@tpnascassi=medico,10,58,0.0174901275919144,1.9397759103641457,0.14705882352941177,0.24548736462093862,6.529355903545628,0.010610837310971122,0.47619047619047616,0.2265625
DM_peso_familia_520005,s,42,277,21,256,103,5,100.0,0.3,qtd_comodos_domic_fam_eq=[2a1]@val_desp_agua_esgoto_fam_eq=0@racacor_cidacs_M=preto;pardo,6,5,0.01865005408646014,7.194805194805195,0.5454545454545454,0.039711191335740074,36.059977777743875,1.9133654660663524E-9,0.2857142857142857,0.01953125
DM_peso_familia_520005,s,42,277,21,256,103,6,100.0,0.3,cod_material_domic_fam_eq=tijolo;alvenaria@val_desp_alimentacao_fam_eq=>= 300,14,113,0.015782820054998765,1.4540682414698163,0.11023622047244094,0.4584837545126354,3.966558057195975,0.04641255135788391,0.6666666666666666,0.44140625
DM_peso_familia_520005,s,42,277,21,256,103,7,100.0,0.3,cod_abaste_agua_domic_fam_eq=redePublica@cod_banheiro_domic_fam=s@estcivmae=casada/uniEstavel@cct_M=s,5,6,0.01503994578321104,5.995670995670996,0.45454545454545453,0.039711191335740074,23.45080767055626,1.281489116045087E-6,0.23809523809523808,0.0234375
DM_peso_familia_520005,s,42,277,21,256,103,8,100.0,0.3,cod_banheiro_domic_fam=s@val_desp_agua_esgoto_fam_eq=0@estcivmae=casada/uniEstavel,8,47,0.01382788776082055,1.9186147186147189,0.14545454545454545,0.19855595667870035,4.750459423506299,0.029290473325100708,0.38095238095238093,0.18359375
DM_peso_familia_520005,s,42,277,21,256,103,9,100.0,0.3,qtd_comodos_domic_fam_eq=[2a1]@val_desp_medicamentos_fam_eq=0,5,13,0.013124112134916394,3.664021164021164,0.2777777777777778,0.06498194945848375,11.207459572135912,8.146917326948833E-4,0.23809523809523808,0.05078125

DM_peso_familia_520005,n,42,277,256,21,102,0,87.5,0.4,val_desp_medicamentos_fam_eq=0@val_desp_transpor_fam_eq=0@cod_sabe_ler_escrever_memb_eq_M=s@cct_M=n@primeiraGestacao=n,131,1,0.03251704049316424,1.073834043560606,0.9924242424242424,0.47653429602888087,16.75790312492225,4.246501882587683E-5,0.51171875,0.047619047619047616
DM_peso_familia_520005,n,42,277,256,21,102,1,87.5,0.4,val_desp_medicamentos_fam_eq=0@consultas=>6@age_M=[20;40)@social_assistence_M=n,95,1,0.022664181730506067,1.0707600911458333,0.9895833333333334,0.34657039711191334,8.967468609634665,0.002748291084624044,0.37109375,0.047619047619047616
DM_peso_familia_520005,n,42,277,256,21,102,2,87.5,0.4,val_desp_energia_fam_eq=(20;65)@val_desp_transpor_fam_eq=0@social_assistence_M=n@bf_baby=n,71,0,0.019432027004131415,1.08203125,1.0,0.2563176895306859,7.831595115291263,0.005134077209111965,0.27734375,0.0
